id,uid,date,home_id,home_uid,home_location,home_name,home_color,home_alternate_color,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_color,away_alternate_color,away_is_active,away_conference_id,away_score,away_winner,game_id,season,venue_address_city,venue_address_state
401603302,s:40~l:54~e:401603302~c:401603302,2024-01-14T00:30Z,2305,s:40~l:54~t:2305,Kansas,Jayhawks,0051ba,e8000d,8,70,TRUE,197,s:40~l:54~t:197,"Oklahoma State",Cowgirls,ff6500,000000,TRUE,8,64,FALSE,401603302,2024,Lawrence,KS
401603301,s:40~l:54~e:401603301~c:401603301,2024-01-13T23:00Z,252,s:40~l:54~t:252,BYU,Cougars,003da5,ffffff,8,68,TRUE,2132,s:40~l:54~t:2132,Cincinnati,Bearcats,000000,717073,TRUE,8,58,FALSE,401603301,2024,Provo,UT
401599226,s:40~l:54~e:401599226~c:401599226,2024-01-13T23:00Z,2453,s:40~l:54~t:2453,"North Alabama",Lions,000000,NA,46,67,FALSE,288,s:40~l:54~t:288,Lipscomb,Bisons,20366C,f6b734,TRUE,46,85,TRUE,401599226,2024,Florence,AL
401573761,s:40~l:54~e:401573761~c:401573761,2024-01-13T23:00Z,299,s:40~l:54~t:299,"Long Beach State",Beach,000000,f1f2f3,9,56,FALSE,2540,s:40~l:54~t:2540,"UC Santa Barbara",Gauchos,1e1840,febc11,TRUE,9,69,TRUE,401573761,2024,"Long Beach",CA
401589552,s:40~l:54~e:401589552~c:401589552,2024-01-13T22:00Z,2250,s:40~l:54~t:2250,Gonzaga,Bulldogs,041e42,c8102e,29,85,TRUE,301,s:40~l:54~t:301,"San Diego",Toreros,2f99d4,2f99d4,TRUE,29,67,FALSE,401589552,2024,Spokane,WA
401608173,s:40~l:54~e:401608173~c:401608173,2024-01-13T22:00Z,278,s:40~l:54~t:278,"Fresno State",Bulldogs,c41230,13284c,44,90,TRUE,328,s:40~l:54~t:328,"Utah State",Aggies,00263a,949ca1,TRUE,44,64,FALSE,401608173,2024,Fresno,CA
401603034,s:40~l:54~e:401603034~c:401603034,2024-01-13T22:00Z,23,s:40~l:54~t:23,"San José State",Spartans,005893,fdba31,44,57,FALSE,2440,s:40~l:54~t:2440,Nevada,"Wolf Pack",002d62,ffffff,TRUE,44,64,TRUE,401603034,2024,"San Jose",CA
401589551,s:40~l:54~e:401589551~c:401589551,2024-01-13T22:00Z,279,s:40~l:54~t:279,Pacific,Tigers,F47820,c2c3c0,29,68,FALSE,2539,s:40~l:54~t:2539,"San Francisco",Dons,22523F,fbcd3c,TRUE,29,81,TRUE,401589551,2024,Stockton,CA
401573764,s:40~l:54~e:401573764~c:401573764,2024-01-13T22:00Z,28,s:40~l:54~t:28,"UC San Diego",Tritons,000000,NA,9,39,FALSE,13,s:40~l:54~t:13,"Cal Poly",Mustangs,1E4D2B,eed897,TRUE,9,49,TRUE,401573764,2024,"San Diego",CA
401573762,s:40~l:54~e:401573762~c:401573762,2024-01-13T22:00Z,2934,s:40~l:54~t:2934,"Cal State Bakersfield",Roadrunners,003BAB,NA,9,46,FALSE,302,s:40~l:54~t:302,"UC Davis",Aggies,002855,c3c4c6,TRUE,9,62,TRUE,401573762,2024,Bakersfield,CA
401578754,s:40~l:54~e:401578754~c:401578754,2024-01-13T21:30Z,2837,s:40~l:54~t:2837,"Texas A&M-Commerce",Lions,000000,NA,25,63,TRUE,2277,s:40~l:54~t:2277,"Houston Christian",Huskies,00539c,NA,TRUE,25,53,FALSE,401578754,2024,Commerce,TX
